sat,tothrs,colgpa,athlete,hsize,hsrank,hsperc,female
1090,79,3.46,0,2.03,14,6.8965521,1
1160,110,3.3,0,2.03,43,21.18227,0
1010,45,2.1500001,0,2.1700001,53,24.42396,1
1030,17,3.6400001,0,2.1099999,23,10.90047,1
1020,45,2.5699999,0,2.1700001,51,23.5023,1
1360,18,4,0,2.1099999,39,18.48341,0
1150,16,3.8099999,0,2.1099999,21,9.9526062,0
1140,42,2.95,0,2.03,91,44.827591,0
1190,109,3.8,0,2.03,1,.49261081,1
740,121,2.8599999,0,2.03,51,25.12315,1
810,16,2.3699999,1,2.1099999,69,32.70142,0
1170,15,3.0599999,0,2.24,26,11.60714,0
970,63,1.5,0,2.03,123,60.591129,0
1140,15,1.73,0,2.1099999,84,39.810421,0
920,13,1.76,0,2.1099999,81,38.38863,1
950,54,3,0,2.0799999,70,33.653851,1
1190,44,3.6500001,0,2.1700001,16,7.3732719,0
950,35,1.9400001,0,2.24,86,38.39286,0
1080,37,3.02,0,2.1700001,53,24.42396,0
1100,6,3,0,2.1099999,13,6.1611381,1
1110,132,3.6800001,0,2.03,10,4.9261079,1
850,97,2.1099999,1,2.03,112,55.172409,0
810,56,2.26,0,2.1700001,75,34.56221,0
960,15,1.73,0,2.1099999,64,30.331751,1
1060,91,2.3499999,0,2.03,31,15.27094,1
900,55,3.05,0,2.1700001,78,35.944698,1
950,118,2.8800001,0,2.03,86,42.364529,1
970,48,2.79,0,2.1700001,21,9.6774197,1
980,114,2.6600001,0,2.03,42,20.689659,0
900,51,3.1700001,0,2.24,28,12.5,1
940,18,2.77,0,2.1099999,53,25.118481,1
970,14,2.1400001,0,2.03,60,29.55665,1
1050,16,2.1199999,0,2.1099999,43,20.37915,0
810,18,2.3299999,0,1.6799999,36,21.42857,1
1090,97,2.25,0,1.25,61,48.799999,0
1070,16,2.8099999,0,1.6799999,19,11.30952,1
910,96,2.0999999,0,1.25,59,47.200001,0
970,16,1.4299999,0,1.6799999,73,43.452381,0
930,112,2.73,0,1.25,22,17.6,1
1050,16,1.6799999,0,1.6799999,64,38.095242,0
1180,43,2.2,0,1.49,12,8.0536909,0
990,81,3.1600001,0,1.25,14,11.2,0
1080,16,2.5599999,0,1.6799999,50,29.761909,0
920,12,2.5799999,1,1.6799999,75,44.64286,0
890,75,2.5599999,0,1.25,30,24,1
1050,108,3.72,0,1.25,2,1.6,1
1210,129,2.48,0,1.25,10,8,1
970,16,1.5,0,1.6799999,57,33.92857,0
920,77,2.4000001,0,1.25,48,38.400002,0
1070,121,3.27,0,1.25,33,26.4,0
1100,109,2.46,0,1.25,21,16.799999,1
1340,16,3.75,0,1.6799999,1,.59523809,0
1030,102,2.4000001,0,1.25,14,11.2,1
1160,16,1.9299999,0,.050000001,3,60,1
1160,82,3.54,0,.28,1,3.571429,1
1000,124,3.2,0,.27000001,15,55.555561,1
890,110,2.4000001,0,.27000001,18,66.666656,1
1000,78,2.5599999,0,.050000001,3,60,1
1170,16,3,0,1.86,53,28.494619,0
990,46,2.76,0,1.55,59,38.064522,0
1000,109,3.6600001,0,2.01,11,5.4726372,1
1140,13,2.23,0,1.86,117,62.903221,0
980,16,2.3699999,0,1.86,75,40.322578,1
850,39,2.1700001,0,1.55,82,52.903221,0
1040,45,2.6199999,0,1.55,47,30.32258,0
1050,42,3.23,0,1.55,37,23.87097,0
1040,104,2.54,0,2.01,37,18.407961,1
1220,75,3.3199999,0,1.58,9,5.6962032,1
980,17,2.76,0,1.86,69,37.096779,0
1130,113,3.72,0,2.01,1,.4975124,1
920,17,2.3499999,0,1.86,49,26.34409,1
1080,38,2.3099999,0,2.01,99,49.253731,0
1170,102,3.6400001,0,2.01,2,.99502492,1
830,85,2.8800001,0,1.76,66,37.5,1
1020,45,2.4400001,0,1.55,56,36.129028,1
880,44,2.72,0,1.55,26,16.774191,1
1340,16,3.8699999,0,1.86,1,.53763437,1
960,15,1.66,0,1.86,108,58.064522,1
1020,79,2.3699999,0,1.58,20,12.65823,1
1100,111,2.47,0,2.01,30,14.92537,0
1070,81,3.3399999,1,1.58,28,17.721519,1
1060,112,3,0,2.01,4,1.99005,1
1040,71,2.1900001,0,1.58,47,29.74684,1
1160,81,3.22,0,1.58,13,8.2278481,1
1160,51,2.96,0,1.55,19,12.25806,1
1230,15,4,0,1.86,5,2.6881721,1
970,121,2.48,0,2.01,24,11.9403,1
1090,16,3.1800001,0,1.86,24,12.90323,1
1080,113,2.03,0,2.0799999,4,1.923077,1
900,72,2.26,0,2.3399999,21,8.9743586,1
790,106,1.89,0,2.5699999,10,3.8910511,1
950,13,1.23,0,.31999999,9,28.125,1
1220,11,4,0,.31999999,2,6.25,0
960,15,2.26,0,.31999999,20,62.5,0
1220,43,3.23,0,.23999999,4,16.66667,0
1120,79,2.8399999,0,2.8,11,3.928571,0
1020,79,2.54,0,2.8,14,5,1
1120,18,2.55,0,2.28,33,14.47368,0
1160,77,3.02,0,2.8,6,2.1428571,1
880,15,2.4000001,0,2.3699999,136,57.383961,0
1170,15,3,0,2.28,14,6.1403508,1
1010,101,2.26,0,2.8,21,7.5,0
1050,87,2.03,0,2.8,27,9.6428576,1
1100,73,3.1600001,0,2.8,13,4.6428571,0
920,87,3,0,2.8,30,10.71429,0
1320,49,3.46,0,2.05,2,.97560978,0
1000,51,2.8599999,0,2.05,29,14.14634,0
790,40,2.02,0,2.05,32,15.60976,1
1000,89,1.58,0,2.8,54,19.285721,1
810,17,2.1099999,0,2.28,102,44.736839,1
1230,48,3.4300001,0,2.05,6,2.9268291,1
950,30,2.53,0,2.05,36,17.56098,1
820,46,3.0599999,0,2.05,24,11.70732,1
990,119,3.3599999,0,2.8,25,8.9285717,1
1160,94,3.53,0,3.28,13,3.9634149,0
1120,85,2.3499999,0,2.8,35,12.5,0
1110,51,3.21,0,2.05,13,6.341464,0
1020,16,2.3699999,0,2.28,19,8.333333,1
1100,80,3.3699999,0,2.0999999,9,4.2857141,1
1210,52,2.8,0,2.48,13,5.2419348,0
1290,17,3.8199999,0,2.1800001,13,5.9633031,0
990,43,1.62,0,2.48,84,33.870972,0
1030,110,3.1700001,0,2.0599999,49,23.786409,1
1110,87,2.8900001,0,2.0999999,26,12.38095,1
1100,121,2.0899999,0,2.0599999,29,14.07767,0
930,88,2.55,0,2.0999999,25,11.90476,1
1090,16,2.1199999,0,2.1800001,45,20.6422,0
1080,105,2.51,0,2.0599999,27,13.1068,0
950,51,1.96,0,2.5,43,17.200001,1
1100,16,3.3099999,0,2.1800001,35,16.05505,0
800,15,3,0,2.1800001,17,7.7981648,0
920,13,1.38,0,2.1800001,102,46.78899,0
1040,128,2.4000001,0,2.0599999,15,7.2815528,1
1120,11,2.54,0,2.1800001,95,43.57798,0
1160,45,2.53,0,2.48,16,6.4516129,0
1140,112,3.8199999,0,2.0599999,7,3.3980579,1
800,91,2.0699999,0,2.0599999,69,33.49514,1
1030,17,2.8800001,0,2.1800001,54,24.770639,0
1080,53,3.8299999,0,2.48,45,18.145161,0
1240,18,3.1099999,0,2.1800001,40,18.348619,0
1150,18,2.77,0,.050000001,2,40,0
950,42,2.1900001,0,.050000001,4,80,1
1300,112,2.53,0,.050000001,2,40,0
1340,44,3.9300001,0,.72000003,4,5.5555549,0
1130,80,2.1300001,0,.050000001,4,80,0
1140,17,3.23,0,.050000001,4,80,0
960,38,2.28,0,.050000001,4,80,1
1280,14,2.78,0,.050000001,2,40,0
1080,42,1.64,0,2.3,43,18.69565,0
950,45,2.6199999,0,2.3,34,14.78261,0
1130,44,2.75,0,2.3,25,10.86957,1
900,16,3,0,2.29,38,16.593889,1
1080,17,1.7,0,2.29,18,7.8602619,0
890,15,.80000001,0,2.29,58,25.327511,0
900,43,1.76,0,2.3,59,25.65217,0
1010,18,2.6600001,0,2.29,29,12.66376,1
1240,52,2.53,0,2.3,9,3.913043,0
990,14,2.71,0,2.3,15,6.521739,1
1160,83,1.89,0,1.6799999,21,12.5,0
1000,96,2.55,0,1.6799999,16,9.5238094,1
1060,35,2.8199999,0,.18000001,6,33.333328,0
1090,49,1.95,0,.18000001,9,50,0
930,45,1.73,0,1.58,30,18.987341,0
970,49,2.53,0,1.58,7,4.4303799,1
830,13,1.3,0,1.5,17,11.33333,1
1210,50,3.02,0,1.58,2,1.265823,0
730,66,2.98,0,1.96,9,4.5918369,1
1230,100,3.6400001,0,1.77,6,3.3898311,0
1070,82,3.1700001,0,1.96,2,1.020408,0
860,74,2.5599999,0,1.96,22,11.22449,1
1020,105,2.3,0,1.77,23,12.99435,0
1130,17,3.05,0,2.02,4,1.980198,0
940,43,2.1600001,0,1.72,24,13.95349,1
1030,16,2.75,0,1.89,3,1.587302,1
590,88,1.53,1,2.02,109,53.9604,0
1030,111,3.8699999,0,1.9400001,3,1.546392,0
920,15,2.2,0,1.9299999,28,14.50777,1
990,111,2.6300001,0,1.17,12,10.25641,0
700,13,3.3,1,1.33,54,40.601509,1
1000,14,2.0699999,0,1.48,3,2.0270269,1
1040,13,.92000002,0,1.48,9,6.0810809,0
790,99,2.8199999,0,1.17,7,5.9829059,0
1110,13,1.15,0,1.48,32,21.62162,0
1130,50,3.1400001,0,2.51,3,1.195219,1
1180,15,3.8,0,3.1800001,1,.3144654,1
930,17,2.5799999,0,3.29,10,3.0395141,0
850,81,2.8,0,3.2,12,3.75,1
1020,110,2.5999999,0,2.74,7,2.554744,1
1010,48,3.02,0,2.51,13,5.1792831,0
1130,96,3.22,0,2.74,5,1.824818,0
1350,42,1.61,0,2.51,11,4.3824701,0
1200,46,3,0,2.51,4,1.593626,1
820,112,2.74,0,2.74,34,12.40876,0
1010,16,2.3099999,0,3.1800001,59,18.553459,0
910,43,2.1099999,0,1.08,9,8.333333,0
870,76,2.77,0,1.1,3,2.727273,1
1130,17,3.29,0,2.29,16,6.9868989,0
1060,17,2.1099999,0,2.29,19,8.2969437,0
930,18,2.6600001,1,2.29,38,16.593889,0
1050,32,2.5899999,0,.1,1,10,0
1090,18,3.22,0,2.29,10,4.3668122,0
1050,123,2.3800001,0,2.3399999,1,.4273504,1
1000,42,3.47,0,.1,2,20,0
1080,15,3.26,0,2.29,29,12.66376,1
810,84,1.98,0,2.1400001,10,4.6728969,1
1290,15,3.73,0,2.3199999,14,6.034483,1
1150,16,2.75,0,.38,1,2.6315789,0
810,39,1.64,0,.34999999,1,2.8571429,1
1000,43,2.74,0,1.8,5,2.7777779,0
940,137,2.9200001,0,2.0599999,37,17.961161,1
940,107,2.27,0,2.0599999,34,16.50485,0
1250,111,2.8499999,0,2.0599999,11,5.3398061,1
1040,42,1.88,0,1.8,45,25,0
830,83,2.49,0,1.9299999,42,21.76166,0
940,41,2.6800001,0,1.8,21,11.66667,0
910,80,2.53,0,1.97,19,9.6446695,0
1150,79,2.0799999,0,1.79,20,11.17318,0
1200,16,2.6199999,0,2.0599999,22,10.67961,0
990,13,.30000001,0,2.0599999,64,31.067961,0
790,46,2.78,0,1.8,52,28.888889,0
740,74,2.8099999,0,1.79,44,24.581011,0
1290,16,3.6199999,0,2.0599999,4,1.941748,0
1090,14,2.8499999,0,2.0599999,30,14.56311,0
1260,76,2.0999999,0,1.79,10,5.5865922,0
1170,17,3.6400001,0,2.0599999,5,2.4271851,1
910,13,1.53,0,1.75,35,20,1
1040,16,3.1800001,0,.82999998,23,27.71084,0
940,47,3,0,.81999999,15,18.292681,1
1000,85,3.3499999,0,.69,8,11.5942,0
810,82,2.45,0,.69,59,85.507248,1
840,115,2.8599999,0,.81999999,19,23.170731,1
910,66,2.5999999,0,.69,33,47.826092,1
980,15,3.1300001,0,.82999998,15,18.07229,1
1020,91,2.78,0,.69,19,27.53623,1
780,74,2.01,0,2.3499999,36,15.31915,0
990,83,2.5999999,0,2.3499999,31,13.19149,0
1060,16,2.1199999,0,1.8,15,8.333333,1
910,45,1.86,0,2.05,24,11.70732,1
1010,13,.46000001,0,1.8,44,24.444441,0
810,126,2.1500001,0,2.1400001,25,11.68224,1
920,57,1.92,0,4.5,27,6,1
1050,14,2.9200001,0,4.6500001,96,20.645161,0
820,52,2.3800001,0,4.5,127,28.222219,0
1080,43,1.97,0,4.5,191,42.444439,0
1160,12,3.5,0,4.6500001,48,10.32258,1
1000,16,2.75,0,4.6500001,67,14.4086,1
1030,111,2.6199999,0,3.8299999,37,9.660574,0
1000,123,2.3399999,0,3.8299999,110,28.720631,0
1020,43,3.3399999,0,4.5,147,32.666672,0
900,13,1.53,0,4.6500001,195,41.935478,1
940,39,1.87,0,4.5,104,23.111111,1
1180,24,3.3299999,0,4.5,44,9.7777777,0
1130,124,3.4100001,0,3.8299999,42,10.96606,0
920,41,3.21,0,4.5,111,24.66667,0
1220,13,4,1,4.6500001,8,1.72043,0
1000,19,3.6800001,0,4.6500001,62,13.33333,1
990,10,2.3,0,4.6500001,183,39.354839,0
950,80,2.9300001,0,4.4200001,80,18.09955,1
1080,45,2.73,0,4.5,62,13.77778,0
1110,13,1.76,0,4.6500001,308,66.236557,0
970,45,3.1099999,0,4.5,73,16.222219,1
1020,63,2.04,0,3.9000001,63,16.153851,1
1060,115,3.25,0,3.8299999,59,15.4047,1
860,17,1.35,0,4.6500001,52,11.1828,0
970,79,2.1300001,0,3.9000001,117,30,0
1000,17,2.8800001,0,4.6500001,86,18.494619,0
1100,17,2.1099999,0,4.6500001,133,28.60215,1
1210,18,2.72,0,4.6500001,26,5.5913978,0
1090,14,3.1400001,0,4.6500001,115,24.73118,0
880,13,1.84,0,4.6500001,141,30.32258,1
970,110,2.5999999,0,3.8299999,54,14.09922,0
1050,45,3.1099999,0,4.5,56,12.44444,0
1050,15,2.53,0,4.6500001,231,49.677422,1
1060,78,2.05,0,3.9000001,157,40.256409,0
910,54,2.01,0,3.9000001,118,30.256411,0
830,46,2.8,0,4.5,97,21.555559,1
1110,63,3.01,0,3.9000001,30,7.692307,1
1210,17,3.29,0,4.6500001,12,2.5806451,1
990,42,2.4000001,0,4.5,87,19.33333,1
1200,123,3.0899999,0,3.8299999,8,2.088773,0
940,46,2.71,0,4.5,133,29.555559,1
1000,119,2.0699999,0,3.8299999,148,38.6423,0
1160,85,3.0699999,0,2.4100001,53,21.991699,0
930,18,3,0,2.6600001,53,19.92481,0
1210,15,1.8,0,2.6600001,35,13.1579,0
960,13,1.46,0,2.6600001,69,25.93985,0
1100,52,2.8800001,0,2.4000001,12,5,0
950,68,2.2,0,2.4100001,66,27.385889,0
1100,17,3.4100001,0,2.6600001,24,9.0225563,1
1050,110,3.72,0,2.26,3,1.3274339,1
960,47,2.0599999,0,2.4000001,55,22.91667,1
1220,34,2.76,0,3,1,.33333331,0
980,47,2.74,0,3,2,.66666669,0
900,55,2.21,0,3,30,10,0
1010,15,2.26,0,2.7,7,2.592592,0
1180,103,2.1500001,0,.52999997,25,47.169811,0
960,44,2.0599999,0,.58999997,21,35.59322,1
1140,44,2.1800001,0,.58999997,20,33.8983,0
880,73,2.24,0,.81,71,87.65432,0
990,115,3.23,0,.82999998,23,27.71084,1
840,79,2.3499999,0,.81,59,72.839508,0
1000,85,2.51,0,.82999998,57,68.674698,0
1150,48,3.54,0,.69999999,20,28.57143,1
1010,68,3.04,0,.81,26,32.09877,0
1080,17,1.7,0,.73000002,19,26.027399,1
1320,77,3.01,0,.81,19,23.456791,0
910,80,3.3199999,0,.81,22,27.16049,1
1170,73,2.8900001,0,.81,16,19.75309,1
1090,105,2.72,0,.82999998,8,9.6385546,1
1040,118,2.6199999,0,.83999997,42,50,1
950,49,2.71,0,.69999999,24,34.285709,0
1050,17,2.47,0,.73000002,27,36.986301,0
960,69,2.1099999,0,.81,56,69.135803,0
1000,72,2.23,0,.81,34,41.975311,1
820,72,2.6199999,0,.81,42,51.851849,1
1220,50,2.46,0,.69999999,42,60,0
1350,109,2.95,0,4,36,9,1
1110,13,2.6099999,0,4,73,18.25,1
1280,82,3.7,0,4,8,2,0
940,119,2.9200001,0,4,54,13.5,1
990,102,2,0,4,120,30,0
1140,127,2.4400001,0,4,31,7.75,0
980,61,2.4400001,0,4,134,33.5,0
870,16,1.75,0,4,168,42,0
1080,10,1.9,0,4,46,11.5,1
1170,45,3.3499999,0,3.5,36,10.28571,1
1220,13,3.0699999,0,4,150,37.5,0
1130,17,2.1099999,0,4,71,17.75,0
880,83,1.77,0,4,67,16.75,0
1000,71,2.1800001,0,4,94,23.5,0
1110,13,2,0,4,48,12,0
1190,13,2.23,0,4,130,32.5,0
1090,110,3.75,0,4,13,3.25,1
1170,101,2.3499999,0,4,27,6.75,0
1130,14,2.4200001,0,4,80,20,0
1050,73,2.73,0,4,32,8,1
950,18,2.9400001,0,4,25,6.25,1
1210,73,2.1600001,0,4,119,29.75,0
950,19,3.26,0,.47999999,7,14.58333,0
1000,16,2.3099999,0,.5,9,18,0
950,17,1.88,0,.5,16,32,0
920,108,3.3599999,0,.44,4,9.090909,1
1020,45,2.02,0,.47,11,23.404249,0
1100,14,4,0,.47999999,1,2.083333,1
1050,84,4,0,.31,1,3.225806,1
910,75,2.5999999,0,.25,13,52,0
970,82,2.8099999,0,.23,2,8.695652,0
1090,15,3.3299999,0,2.52,14,5.5555549,0
750,45,2.9100001,0,2.1300001,4,1.877934,1
1200,97,3.02,0,.58999997,1,1.6949151,1
960,16,2.75,0,.97000003,7,7.216495,0
940,14,2.5699999,0,.97000003,8,8.2474222,1
880,49,1.9299999,0,.86000001,28,32.55814,0
1110,17,2.7,0,.75,2,2.666667,1
970,17,2.3499999,0,.75,6,8,1
1080,18,3.05,0,3.5999999,21,5.833333,0
1050,15,2.2,0,3.55,20,5.6338029,1
1060,42,2.73,0,3.4100001,9,2.6392961,0
930,52,1.51,0,3.3199999,45,13.55422,0
1130,18,2.3299999,0,3.5999999,74,20.555559,0
1120,45,2.8199999,0,3.4000001,12,3.529412,0
1150,97,3.6900001,0,3.77,22,5.8355441,1
1290,47,3.4400001,0,3.4100001,18,5.2785931,1
1010,18,3,0,3.5999999,7,1.9444439,0
880,16,1.6799999,0,3.55,51,14.3662,1
950,86,1.95,0,3.77,39,10.34483,1
740,81,2.1600001,0,.82999998,18,21.68675,0
1060,102,3.76,0,2.47,3,1.2145751,1
960,50,2.6199999,0,2.3900001,22,9.2050209,1
850,61,2.6300001,0,2.3900001,8,3.34728,1
1110,17,2,0,2.6099999,21,8.0459766,0
950,107,2.1400001,0,2.47,12,4.8583002,1
1440,17,2.8800001,0,2.6099999,7,2.6819921,0
1000,104,2.02,0,2.47,11,4.4534411,0
1140,44,2.4000001,0,2.3900001,26,10.87866,1
1080,50,2.26,0,.91000003,8,8.7912092,0
1000,64,2.2,0,.70999998,2,2.816901,1
1000,51,3,0,3.3199999,15,4.5180721,1
1070,98,2.47,0,3.04,5,1.644737,0
1130,15,3,0,3.28,21,6.4024391,0
1140,43,2.6900001,0,3.3199999,31,9.3373489,0
1000,17,2.1700001,0,3.28,27,8.2317076,1
1110,15,2.5999999,0,3.28,8,2.439024,1
1140,82,2.24,0,2.9300001,40,13.65188,0
960,115,3.3900001,0,3.04,2,.65789467,0
1160,80,3.3299999,0,2.9300001,11,3.754266,0
980,46,2.1500001,0,3.3199999,44,13.25301,0
1200,85,3.45,0,2.9300001,3,1.023891,0
920,17,3.6400001,0,3.28,7,2.134146,0
1130,115,1.76,0,3.04,28,9.2105265,0
890,51,3.72,0,3.3199999,23,6.927711,0
910,87,2.1800001,0,2.9300001,62,21.16041,1
1010,16,2.8099999,0,3.28,40,12.19512,0
1110,42,2.3299999,0,3.3199999,21,6.3253012,0
1010,106,2.8499999,0,3.04,21,6.9078951,0
1280,14,4,0,3.28,4,1.219512,1
990,112,3.4100001,0,.1,2,20,1
1330,49,2.0599999,0,4.0700002,14,3.4398029,1
1060,38,2.1800001,0,3.75,126,33.599998,1
1340,18,3.22,0,4.4899998,23,5.1224942,1
1040,94,2.97,0,3.6400001,29,7.9670329,1
1010,50,3.22,0,3.75,24,6.4000001,1
810,47,2.27,0,3.75,51,13.6,0
1170,17,3,0,4.4899998,24,5.345212,0
1320,53,3.47,0,3.75,8,2.133333,1
920,41,3.5599999,0,3.75,128,34.133339,0
860,47,2.21,0,3.75,91,24.26667,1
950,108,2.75,0,3.4100001,32,9.3841639,1
880,15,1.9299999,0,4.4899998,143,31.848551,1
1200,14,3.78,0,4.4899998,6,1.336303,1
920,80,2.1199999,0,3.6400001,57,15.65934,1
970,17,2.47,0,4.4899998,31,6.904232,1
840,81,2.55,0,3.6400001,48,13.18681,1
1010,11,2.8099999,0,4.4899998,18,4.0089092,1
850,15,2.0599999,0,4.4899998,70,15.5902,1
1160,85,3.45,0,3.6400001,4,1.098901,1
1060,43,2.1099999,0,3.75,63,16.799999,1
980,15,1.86,0,4.4899998,220,48.997768,0
1300,81,3.25,0,3.6400001,16,4.3956051,0
1240,17,2.76,0,4.4899998,17,3.786191,0
990,50,3.1400001,0,3.75,64,17.066669,1
1190,54,3.29,0,6.8699999,100,14.55604,0
1230,91,3.8,0,3.6400001,8,2.1978021,1
1000,15,1.73,0,1.16,22,18.965521,0
710,17,1.76,1,1.17,65,55.555561,1
1290,16,3.0599999,0,1.26,21,16.66667,0
960,71,2.4200001,0,.1,1,10,1
1090,46,2.6700001,0,1.2,5,4.166667,0
1010,42,2.23,0,1.2,13,10.83333,0
1190,39,3,0,1.2,1,.83333331,0
950,14,2.71,0,1.2,12,10,1
890,43,2.9300001,0,1.2,9,7.5,1
1280,82,3.24,0,1.04,3,2.8846149,1
950,110,2.72,0,1,12,12,0
840,126,2.6800001,0,1,14,14,1
1150,45,2.8399999,0,1.2,4,3.333333,1
1080,108,3.1600001,0,1,1,1,1
1070,16,1.87,0,.34999999,1,2.8571429,1
1200,46,3.52,0,1.29,1,.77519381,1
870,76,2.6300001,0,.34,17,50,0
960,79,2.1700001,0,.34,14,41.176472,1
1140,86,3.6600001,0,.34,1,2.9411759,0
1200,79,1.9400001,0,.34,15,44.117649,0
950,12,2.5,0,.25,6,24,0
1060,78,3.3199999,0,.37,11,29.729731,0
900,14,2.21,1,.30000001,17,56.666672,0
920,16,.81,0,2.3399999,34,14.52991,1
910,16,1.4299999,0,2.3399999,21,8.9743586,1
1030,119,2.45,0,2.1400001,30,14.01869,1
1110,74,3.1700001,0,1.76,7,3.977273,0
970,13,2.8399999,0,2.1099999,15,7.109005,1
1180,80,2.72,0,1.76,6,3.409091,0
1060,75,3.01,0,1.76,15,8.522727,1
910,45,1.86,0,1.76,17,9.659091,0
1150,108,2.98,0,2.8599999,50,17.482519,1
1110,61,2.6199999,0,2.77,67,24.187731,0
850,14,2.0699999,0,3,161,53.666672,0
930,81,2.4400001,0,2.77,26,9.386282,0
1130,78,3.03,0,2.77,9,3.2490981,1
1200,16,3.0599999,0,3,42,14,1
1000,54,2.3099999,0,2.5899999,126,48.648651,1
1050,48,2.3099999,0,2.5899999,76,29.34363,0
1010,19,1.63,0,3,213,71,1
990,90,2.9100001,0,2.77,59,21.299641,1
910,84,2.29,0,2.77,63,22.743679,1
760,48,2.3099999,0,2.8399999,148,52.112671,1
1180,16,3.0599999,0,3,24,8,0
1040,131,3.3299999,0,2.8599999,28,9.7902098,0
1190,14,3.4200001,0,3,13,4.333333,0
1070,85,3,0,2.8599999,75,26.22378,1
860,52,2.26,1,2.5899999,70,27.027031,0
1310,48,4,0,2.5899999,3,1.158301,1
1150,16,2.6800001,0,3,48,16,1
1360,47,2.5699999,0,2.5899999,5,1.9305021,0
860,12,2.9100001,0,3,78,26,1
1100,83,2.77,0,2.77,43,15.52347,0
1060,43,2.76,0,2.5899999,40,15.44402,0
950,13,2.6900001,0,3.02,41,13.57616,0
1070,14,1.71,0,3,91,30.33333,0
1110,17,3.1700001,0,3,31,10.33333,0
1260,50,4,0,2.5899999,7,2.702703,0
930,45,2.8800001,0,2.5899999,54,20.849421,1
1180,86,3.55,0,2.77,21,7.5812268,0
890,18,2.27,0,3,108,36,1
1140,63,3.25,0,2.77,73,26.35379,0
1100,126,2.5799999,0,2.8599999,80,27.972031,0
1030,47,2.97,0,2.5899999,30,11.58301,0
960,10,1.7,0,3,132,44,0
960,81,3.1700001,0,2.77,36,12.99639,0
1160,17,2.52,0,3,149,49.666672,0
960,47,2.5899999,0,2.5899999,67,25.868731,0
1160,91,3.52,0,2.8599999,21,7.342658,0
1010,97,3.5699999,0,2.77,34,12.27437,1
1300,19,3.3599999,0,3,47,15.66667,0
1080,14,2.71,0,3.02,68,22.51656,1
1090,80,3.6600001,0,2.77,8,2.888087,1
1170,14,1.92,0,3,85,28.33333,0
1040,13,1.46,0,3,185,61.666672,0
830,10,1.7,0,3,97,32.333328,1
1090,17,3.3499999,0,.66000003,2,3.030303,0
790,83,2.28,0,.62,12,19.354839,0
820,17,3.8199999,0,.62,7,11.29032,1
760,10,1.8,0,.050000001,1,20,0
750,15,1.9299999,0,.2,6,30,0
930,15,.46000001,0,.2,7,35,0
880,45,2.04,0,3.45,3,.86956519,0
900,43,2.9000001,0,.12,1,8.333333,1
780,15,1.6,0,.2,3,15,0
880,120,3.4100001,0,1.35,6,4.4444451,1
770,49,1.85,0,1.02,1,.98039222,1
780,13,2.23,0,1.05,9,8.5714283,1
780,15,1.6,0,1.05,3,2.8571429,1
940,14,2.6400001,0,2.9200001,70,23.972601,0
1140,15,3.53,0,2.79,4,1.433692,1
790,114,2.6700001,0,2.3299999,20,8.5836906,1
1120,10,2.3,0,2.79,26,9.3189964,0
750,48,2.0999999,0,2.8800001,34,11.80556,0
1250,14,3.71,0,2.79,6,2.150538,0
1020,13,3.3,0,2.9200001,9,3.0821919,1
1070,49,3.3399999,0,2.8800001,2,.69444442,1
1190,15,3.73,0,2.79,5,1.792115,1
1020,42,2.26,0,2.8800001,9,3.125,1
900,83,1.9299999,0,2.3299999,23,9.8712444,0
940,50,2.4000001,0,2.8800001,20,6.9444451,0
1010,100,2.96,0,2.3299999,7,3.004292,0
1340,43,2.9000001,0,.16,5,31.25,0
980,56,3.3499999,0,.18000001,4,22.222219,0
700,71,2.1199999,0,.18000001,5,27.777781,0
1150,75,3.8,0,.18000001,2,11.11111,0
730,103,3.1800001,0,.25999999,9,34.615379,0
880,18,2.27,0,1.05,15,14.28571,0
740,40,2.8199999,0,1.14,21,18.421049,0
880,49,1.4400001,0,.99000001,28,28.282829,0
930,15,1.53,0,.63,16,25.39683,0
880,76,2.76,0,.07,2,28.57143,1
1050,92,2.98,0,.38999999,3,7.692307,1
970,81,2.71,0,.41,4,9.7560978,1
1310,72,2.98,0,.38999999,5,12.82051,0
910,44,2.45,0,2.55,47,18.43137,0
990,83,2.3900001,0,2.52,35,13.88889,0
1080,43,2.8800001,0,2.55,71,27.84314,0
1060,13,1.38,0,3.1900001,103,32.288399,0
830,42,2.23,0,2.55,150,58.823528,1
1030,66,2.6600001,0,2.52,103,40.87302,0
1130,49,2.8900001,0,2.55,33,12.94118,0
1110,70,3.0999999,1,2.52,19,7.5396819,0
990,112,3.1300001,0,2.3499999,11,4.680851,1
1000,111,3.1600001,0,2.3499999,34,14.46809,1
880,106,3.0899999,0,2.3499999,23,9.7872343,0
1080,15,1.9299999,0,3.1900001,142,44.514111,1
910,102,2.4100001,0,2.3499999,37,15.74468,1
1400,75,3.8,1,2.52,1,.3968254,0
1070,50,3.6199999,0,2.55,44,17.2549,0
900,73,2.1600001,0,2.52,81,32.14286,1
830,103,2.8399999,0,3.01,153,50.83057,0
970,50,3.3399999,0,2.52,7,2.7777779,0
1170,15,3.2,0,3.1900001,35,10.97179,0
1060,102,3.3499999,0,2.3499999,21,8.9361706,1
970,51,2.98,0,2.55,35,13.72549,1
1270,73,3.45,0,2.52,5,1.984127,0
1010,10,2,0,3.1900001,81,25.39185,0
1050,121,2.6800001,0,2.53,8,3.162055,0
1180,117,2.95,0,2.3499999,41,17.44681,0
